Episode,RunnerAcc,PursuerAcc,DrawsPercentage,RunnerJitter,PursuerJitter,NearMissTime,EpisodeStepsAvg
33000,0.42,0.57,0.01,0.09539481,0.09163813,0.5368018,155.56
33100,0.52,0.43,0.05,0.08666318,0.08593012,1.34261,174.16
33200,0.37,0.6,0.03,0.09574434,0.08966426,0.7560073,158.82
33300,0.37,0.6,0.03,0.09529719,0.1066345,0.8144071,149.22
33400,0.46,0.52,0.02,0.08944075,0.08464018,0.6282036,128.56
33500,0.49,0.5,0.01,0.08974191,0.09531543,0.7740018,132.15
33600,0.52,0.46,0.02,0.09394322,0.0941802,0.732203,161.37
33700,0.44,0.54,0.02,0.1001425,0.1013274,0.7666042,158.51
33800,0.46,0.52,0.02,0.09029146,0.08147795,0.7118037,147.67
33900,0.49,0.5,0.01,0.09943506,0.08647563,0.3263998,124.39
34000,0.43,0.56,0.01,0.0879477,0.08428971,0.7338017,157.38
34100,0.52,0.47,0.01,0.09600572,0.08807714,0.3305998,126.36
34200,0.53,0.47,0,0.08763614,0.08327975,0.4045997,119.55
34300,0.42,0.55,0.03,0.09478337,0.08911376,1.245207,157.47
34400,0.49,0.48,0.03,0.09963324,0.09031569,0.5576023,140.72
34500,0.41,0.57,0.02,0.09175045,0.08700855,0.4156021,153.13
34600,0.4,0.59,0.01,0.1005382,0.09902087,0.2353998,119.64
34700,0.48,0.48,0.04,0.09597604,0.1063059,1.09621,170.29
34800,0.47,0.51,0.02,0.09884901,0.1002556,0.7884045,148.61
34900,0.48,0.48,0.04,0.08886279,0.08669817,0.8958057,163.71
35000,0.44,0.49,0.07,0.09291619,0.09846738,0.9518073,180.19
35100,0.43,0.54,0.03,0.08767509,0.09309429,0.9830058,176.85
35200,0.53,0.43,0.04,0.09439701,0.08972857,0.9826061,150.13
35300,0.46,0.52,0.02,0.08508662,0.08261234,0.7040046,143.64
35400,0.46,0.49,0.05,0.09037283,0.0879531,0.7302033,181.38
35500,0.41,0.58,0.01,0.09132436,0.09584948,0.5140022,117.77
35600,0.42,0.56,0.02,0.08552819,0.08696378,0.6428027,142.99
35700,0.49,0.48,0.03,0.08821658,0.08726433,0.8578053,163.08
35800,0.46,0.51,0.03,0.08541194,0.08719373,0.8804057,144.72
35900,0.42,0.54,0.04,0.09089211,0.09180235,1.047407,180.78
36000,0.46,0.54,0,0.08682889,0.08632018,0.3615997,114.12
36100,0.38,0.61,0.01,0.0909963,0.08732401,0.5878019,141.98
36200,0.38,0.59,0.03,0.08751208,0.08508179,0.8766062,162.48
36300,0.45,0.52,0.03,0.1007563,0.09904473,0.9748051,144.04
36400,0.41,0.55,0.04,0.09586791,0.1032565,1.175609,177.18
36500,0.57,0.41,0.02,0.09923659,0.0860073,0.4394018,150.62
36600,0.48,0.49,0.03,0.09361308,0.09126888,0.8044044,154.92
36700,0.38,0.61,0.01,0.1029752,0.11063,0.4066011,130.69
36800,0.43,0.55,0.02,0.08622961,0.08081596,0.5416042,148.54
36900,0.47,0.52,0.01,0.09269772,0.1042193,0.5774023,142.7
37000,0.44,0.54,0.02,0.0983481,0.08962444,0.5974019,151
37100,0.43,0.51,0.06,0.08904566,0.08354006,1.157211,172.52
37200,0.51,0.48,0.01,0.09588476,0.09006483,0.6306025,145.33
37300,0.52,0.47,0.01,0.09054702,0.08632963,0.7862018,128.53
37400,0.42,0.5,0.08,0.0946652,0.1020504,1.32861,203.03
